occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
1589309,occ,67974,cf. Segnosaurus sp.,genus,Segnosaurus,genus,38711,terrestrial,Late Turonian,Late Santonian,93.9,83.6,Chordata,Reptilia,NO_ORDER_SPECIFIED,Therizinosauridae,Segnosaurus,MN,Omnogov,,43.144169,107.518059,estimated from map,seconds,outcrop,40.95,112.03,628,Baynshire,,group of beds,not reported,,terrestrial indet.,,body,excellent,,,taxonomic,Zanno,2010.0,80958,vertebrate,10.300000000000011,Mesozoic,Cretaceous
1589310,occ,51963,Therizinosauridae indet.,family,Therizinosauridae,family,38552,terrestrial,Late Cenomanian,Early Turonian,100.5,89.8,Chordata,Reptilia,NO_ORDER_SPECIFIED,Therizinosauridae,,JP,Kumamoto,Kamimashiki,32.7388,130.839752,based on nearby landmark,6,small collection,37.76,136.38,610,Jobu,Mifune,bed,mudstone,,terrestrial indet.,,body,medium,,,general faunal/floral,Ikegami and Tomida,2005.0,80961,vertebrate,10.700000000000003,Mesozoic,Cretaceous
1589311,occ,77191,Dromaeosauridae indet.,family,Dromaeosauridae,family,38561,terrestrial,Late Aptian,Early Albian,119.57,110.1,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,MN,Övörkhangai,Guchin Us,42.450001,102.416664,based on nearby landmark,minutes,outcrop,38.56,115.18,628,Dzunbain,,group of beds,sandstone,claystone,lacustrine indet.,,body,,,some genera,taxonomic,Barsbold,1983.0,15004,vertebrate,9.469999999999999,Mesozoic,Cretaceous
1589312,occ,224602,Segnosaurus galbinensis,species,Segnosaurus galbinensis,species,66664,terrestrial,Cenomanian,Santonian,100.5,83.6,Chordata,Reptilia,NO_ORDER_SPECIFIED,Therizinosauridae,Segnosaurus,MN,Omnogov,,43.458889,107.488892,based on nearby landmark,seconds,small collection,41.26,111.93,628,Baynshire,,bed,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Barsbold,1983.0,15004,vertebrate,16.900000000000006,Mesozoic,Cretaceous
1589313,occ,118167,Segnosaurus galbinensis,species,Segnosaurus galbinensis,species,66664,terrestrial,Cenomanian,Santonian,100.5,83.6,Chordata,Reptilia,NO_ORDER_SPECIFIED,Therizinosauridae,Segnosaurus,MN,Dornogov,,44.450001,107.383331,based on nearby landmark,minutes,outcrop,42.23,111.62,628,Baynshire,,bed,not reported,,terrestrial indet.,,body,,,,taxonomic,Barsbold,1983.0,15004,,16.900000000000006,Mesozoic,Cretaceous
1589320,occ,80926,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Norian,,227.3,205.7,Chordata,Reptilia,,,,US,New Mexico,Rio Arriba,36.2118,-106.6241,stated in text,4,local area,11.18,-34.79,101,Petrified Forest,Chinle,bed,siltstone,conglomerate,terrestrial indet.,,body,,,,taxonomic,Zeigler et al.,2005.0,80962,vertebrate,21.600000000000023,Mesozoic,Triassic
1589357,occ,206228,Noasauridae indet.,family,Noasauridae,family,54535,terrestrial,Early Cenomanian,Middle Cenomanian,100.5,93.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,Noasauridae,,AU,New South Wales,,-29.686899,147.630295,based on nearby landmark,4,small collection,-70.06,146.84,801,Griman Creek,,bed,not reported,,terrestrial indet.,,"body,replaced with other",good,,,taxonomic,Birch et al.,2020.0,80977,vertebrate,6.599999999999994,Mesozoic,Cretaceous
1589368,occ,224617,Megaraptoridae indet.,family,Megaraptoridae,family,322713,terrestrial,Early Cenomanian,Middle Cenomanian,100.5,93.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,Megaraptoridae,,AU,New South Wales,,-29.598141,147.678055,estimated from map,5,small collection,-69.97,146.98,801,Griman Creek,,group of beds,mudstone,,terrestrial indet.,,body,,,,taxonomic,Bell et al.,2015.0,80979,vertebrate,6.599999999999994,Mesozoic,Cretaceous
1589375,occ,118946,Tetanurae indet.,unranked clade,Tetanurae,unranked clade,53374,terrestrial,Early Albian,,113.2,110.1,Chordata,Reptilia,,,,AU,Victoria,,-38.853889,143.546112,stated in text,seconds,outcrop,-82.41,115.48,801,Eumeralla,Otway,bed,sandstone,,channel lag,rift,body,medium,,,general faunal/floral,Poropat et al.,2019.0,80980,vertebrate,3.1000000000000085,Mesozoic,Cretaceous
1589377,occ,118946,cf. Australovenator wintonensis,species,Australovenator wintonensis,species,148973,terrestrial,Early Albian,,113.2,110.1,Chordata,Reptilia,NO_ORDER_SPECIFIED,Megaraptoridae,Australovenator,AU,Victoria,,-38.853889,143.546112,stated in text,seconds,outcrop,-82.41,115.48,801,Eumeralla,Otway,bed,sandstone,,channel lag,rift,body,medium,,,general faunal/floral,Poropat et al.,2019.0,80980,vertebrate,3.1000000000000085,Mesozoic,Cretaceous
1589416,occ,224635,Sinocalliopteryx sp.,genus,Sinocalliopteryx,genus,98810,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Reptilia,NO_ORDER_SPECIFIED,Compsognathidae,Sinocalliopteryx,CN,Liaoning,Beipiao,41.601398,120.8722,based on nearby landmark,4,local area,41.53,129.45,604,Yixian,Jehol,member,siltstone,,lacustrine indet.,,"body,adpression,soft parts",excellent,,,taxonomic,Xing et al.,2012.0,80984,vertebrate,6.200000000000003,Mesozoic,Cretaceous
1589417,occ,224635,Confuciusornis sanctus,species,Confuciusornis sanctus,species,67261,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Aves,Confuciusornithiformes,Confuciusornithidae,Confuciusornis,CN,Liaoning,Beipiao,41.601398,120.8722,based on nearby landmark,4,local area,41.53,129.45,604,Yixian,Jehol,member,siltstone,,lacustrine indet.,,"body,adpression,soft parts",excellent,,,taxonomic,Xing et al.,2012.0,80984,vertebrate,6.200000000000003,Mesozoic,Cretaceous
1589418,occ,224635,? Ornithischia indet.,unranked clade,Ornithischia,unranked clade,38712,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Ornithischia,,,,CN,Liaoning,Beipiao,41.601398,120.8722,based on nearby landmark,4,local area,41.53,129.45,604,Yixian,Jehol,member,siltstone,,lacustrine indet.,,"body,adpression,soft parts",excellent,,,taxonomic,Xing et al.,2012.0,80984,vertebrate,6.200000000000003,Mesozoic,Cretaceous
1589461,occ,224639,Coelurosauria (cf. Paronchyodon) sp.,unranked clade,Coelurosauria,unranked clade,53940,terrestrial,Late Bathonian,,168.2,165.3,Chordata,Reptilia,,,,UK,England,Oxfordshire,51.75,-1.166667,estimated from map,minutes,small collection,35.69,19.61,315,White Limestone,Great Oolite,bed,claystone,,lagoonal/restricted shallow subtidal,,"body,original aragonite,original calcite",,,,taxonomic,Wills et al.,2019.0,80989,vertebrate,2.8999999999999773,Mesozoic,Jurassic
1589462,occ,224639,Thyreophora indet.,unranked clade,Thyreophora,unranked clade,52777,terrestrial,Late Bathonian,,168.2,165.3,Chordata,Ornithischia,,,,UK,England,Oxfordshire,51.75,-1.166667,estimated from map,minutes,small collection,35.69,19.61,315,White Limestone,Great Oolite,bed,claystone,,lagoonal/restricted shallow subtidal,,"body,original aragonite,original calcite",,,,taxonomic,Wills et al.,2019.0,80989,vertebrate,2.8999999999999773,Mesozoic,Jurassic
1589470,occ,224639,Dromaeosauridae indet.,family,Dromaeosauridae,family,38561,terrestrial,Late Bathonian,,168.2,165.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,UK,England,Oxfordshire,51.75,-1.166667,estimated from map,minutes,small collection,35.69,19.61,315,White Limestone,Great Oolite,bed,claystone,,lagoonal/restricted shallow subtidal,,"body,original aragonite,original calcite",,,,taxonomic,Wills et al.,2019.0,80989,vertebrate,2.8999999999999773,Mesozoic,Jurassic
1589532,occ,224654,Struthio sp.,genus,Struthio,genus,39278,terrestrial,Piacenzian,,3.6,2.58,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,ET,Afar,,11.54763,40.766579,estimated from map,5,small collection,10.66,40.65,709,,,group of beds,"""volcaniclastic""",,lacustrine indet.,,body,,,,taxonomic,Alemseged et al.,2020.0,80990,vertebrate,1.02,Cenozoic,Neogene/Quaternary
1589562,occ,224655,Anatidae indet.,family,Anatidae,family,39624,terrestrial,Gelasian,,2.58,1.8,Chordata,Aves,Anseriformes,Anatidae,,ET,Afar,,11.61355,40.818771,estimated from map,5,small collection,11.02,40.74,709,,,group of beds,sandstone,mudstone,lacustrine indet.,,body,,,,taxonomic,Alemseged et al.,2020.0,80990,vertebrate,0.78,Cenozoic,Quaternary
1589563,occ,224655,Struthio sp.,genus,Struthio,genus,39278,terrestrial,Gelasian,,2.58,1.8,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,ET,Afar,,11.61355,40.818771,estimated from map,5,small collection,11.02,40.74,709,,,group of beds,sandstone,mudstone,lacustrine indet.,,body,,,,taxonomic,Alemseged et al.,2020.0,80990,vertebrate,0.78,Cenozoic,Quaternary
1589638,occ,224587,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,RO,Alba,,45.980801,23.5907,based on nearby landmark,4,outcrop,25.34,29.45,308,Sebeş,,group of beds,conglomerate,mudstone,fluvial-lacustrine indet.,,body,,,,paleoecologic,Vremir,2010.0,81031,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1589640,occ,93729,? Magyarosaurus hungaricus,species,Petrustitan hungaricus,species,64333,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Petrustitan,RO,Alba,,45.987221,23.591944,estimated from map,seconds,small collection,25.35,29.45,308,Sebeş,,bed,sandstone,,fluvial indet.,,body,medium,,,general faunal/floral,Vremir,2010.0,81031,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1589648,occ,77232,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Early Cenomanian,,100.5,93.9,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,FR,Poitou-Charentes,,45.98497,-1.095572,based on nearby landmark,7,outcrop,42.02,14.62,305,,,bed,claystone,,paralic indet.,,body,,,,general faunal/floral,Vullo et al.,2005.0,81032,vertebrate,6.599999999999994,Mesozoic,Cretaceous
