occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
632157,occ,67990,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Barremian,,125.77,121.4,Chordata,Reptilia,,,,CN,Nei Mongol,,38.906666,107.282219,stated in text,seconds,small collection,36.11,116.92,604,Jianchuan,,bed,sandstone,mudstone,fluvial indet.,,"mold/impression,trace",,,,general faunal/floral,Lockley et al.,2002.0,19449,vertebrate,4.36999999999999,Mesozoic,Cretaceous
632158,occ,67991,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Barremian,,125.77,121.4,Chordata,Reptilia,,,,CN,Nei Mongol,,38.906666,107.282219,stated in text,seconds,small collection,36.11,116.92,604,Jianchuan,,bed,sandstone,mudstone,fluvial indet.,,"mold/impression,trace",,,,general faunal/floral,Lockley et al.,2002.0,19449,vertebrate,4.36999999999999,Mesozoic,Cretaceous
632162,occ,67992,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Bathonian,,168.2,165.3,Chordata,Reptilia,,,,FR,Centre,Indre,46.635109,1.422901,based on nearby landmark,6,outcrop,31.04,22.97,305,,,bed,chalk,,lagoonal/restricted shallow subtidal,,body,,,,taphonomic,Buffetaut,1994.0,19451,vertebrate,2.8999999999999773,Mesozoic,Jurassic
632163,occ,67992,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Bathonian,,168.2,165.3,Chordata,Saurischia,,,,FR,Centre,Indre,46.635109,1.422901,based on nearby landmark,6,outcrop,31.04,22.97,305,,,bed,chalk,,lagoonal/restricted shallow subtidal,,body,,,,taphonomic,Buffetaut,1994.0,19451,vertebrate,2.8999999999999773,Mesozoic,Jurassic
632164,occ,67993,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Callovian,,165.3,161.5,Chordata,Reptilia,,,,FR,Franche-Comté,Doubs,47.111912,6.079355,based on nearby landmark,6,small collection,31.59,25.48,305,,,bed,"""carbonate""",,marine indet.,,body,,,,general faunal/floral,de Broin et al.,1991.0,19461,vertebrate,3.8000000000000114,Mesozoic,Jurassic
632165,occ,67994,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Callovian,,165.3,161.5,Chordata,Reptilia,,,,FR,Franche-Comté,,47.638393,6.096119,based on nearby landmark,6,small collection,32.11,25.39,305,,,bed,,,marine indet.,,body,,,,taphonomic,Buffetaut,1994.0,19451,vertebrate,3.8000000000000114,Mesozoic,Jurassic
632166,occ,67995,Tetanurae indet.,unranked clade,Tetanurae,unranked clade,53374,terrestrial,Early Valanginian,,137.05,132.6,Chordata,Reptilia,,,,FR,Languedoc-Roussillon,Gard,43.881325,4.096266,based on nearby landmark,6,small collection,27.19,23.57,305,,,bed,"""limestone""",,marine indet.,,"body,mold/impression",medium,,,taxonomic,Carrano et al.,2012.0,41617,vertebrate,4.450000000000017,Mesozoic,Cretaceous
632169,occ,67998,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Early Santonian,,85.7,83.6,Chordata,Reptilia,,,,FR,Pays de la Loire,Vendée,46.745106,-1.90807,based on nearby landmark,6,small collection,38.13,10.18,305,,,group of beds,claystone,lignite,marginal marine indet.,,body,medium,,,taphonomic,Buffetaut et al.,1991.0,45554,vertebrate,2.1000000000000085,Mesozoic,Cretaceous
632170,occ,67999,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Late Coniacian,Santonian,89.8,83.6,Chordata,Saurischia,,,,FR,Aquitaine,Dordogne,45.184029,0.721115,based on nearby landmark,6,small collection,36.73,12.56,305,Craie tuffeau,,bed,chalk,,marine indet.,,body,,,,general faunal/floral,Le Loeuff,1993.0,13022,vertebrate,6.200000000000003,Mesozoic,Cretaceous
632171,occ,68000,Titanosauridae indet.,family,Titanosauridae,family,38680,terrestrial,Late Campanian,,83.6,72.2,Chordata,Saurischia,NO_ORDER_SPECIFIED,Titanosauridae,,FR,Aquitaine,Dordogne,45.220001,0.28,based on nearby landmark,2,small collection,34.34,10.66,305,,,bed,"""limestone""",,marine indet.,,body,medium,,,general faunal/floral,Buffetaut et al.,1991.0,45554,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632172,occ,68001,Pachycephalosauridae indet.,family,Pachycephalosauridae,family,38783,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Pachycephalosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632173,occ,68001,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632174,occ,68001,Ornithischia indet.,unranked clade,Ornithischia,unranked clade,38712,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,,,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632175,occ,68001,Richardoestesia cf. gilmorei,species,Richardoestesia gilmorei,species,58874,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632176,occ,68001,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632177,occ,68001,Richardoestesia isosceles,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632178,occ,68001,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632180,occ,68001,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,,,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632181,occ,68002,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632182,occ,68002,Ceratopsidae indet.,family,Ceratopsidae,family,38851,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632183,occ,68002,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632184,occ,68003,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632185,occ,68003,Ornithischia indet.,unranked clade,Ornithischia,unranked clade,38712,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,,,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632186,occ,68003,Richardoestesia isosceles,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632187,occ,68003,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632191,occ,68003,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632192,occ,68003,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632193,occ,68003,Richardoestesia isosceles n. sp.,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632194,occ,68003,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632195,occ,68004,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632196,occ,68004,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632199,occ,68005,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632200,occ,68006,Ornithischia indet.,unranked clade,Ornithischia,unranked clade,38712,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,,,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632201,occ,68006,Ceratopsidae indet.,family,Ceratopsidae,family,38851,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632202,occ,68006,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632204,occ,68006,Richardoestesia isosceles,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.104792,-103.169876,estimated from map,6,small collection,38.48,-68.73,101,Aguja,,bed,conglomerate,,channel lag,,body,good,,,taxonomic,Sankey,2001.0,11752,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632205,occ,68007,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632206,occ,68007,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632207,occ,68007,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632208,occ,68007,Richardoestesia isosceles,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632209,occ,68007,Paronychodon cf. lacustris,species,Paronychodon,genus,38565,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Paronychodon,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632210,occ,68007,cf. Aves indet.,class,Aves,class,36616,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Aves,,,,US,Texas,Brewster,29.30055,-103.516487,estimated from map,6,small collection,38.76,-69.02,101,Aguja,,bed,mudstone,sandstone,lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632211,occ,68008,Richardoestesia isosceles,species,Richardoestesia isosceles,species,58875,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Richardoestesia,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632212,occ,68008,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632213,occ,68008,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632214,occ,68009,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632215,occ,68009,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632216,occ,68009,Saurornitholestes <sp. A>,genus,Saurornitholestes,genus,38567,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632217,occ,68010,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632218,occ,68010,Saurornitholestes <sp. C>,genus,Saurornitholestes,genus,38567,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632219,occ,68010,cf. Aves indet.,class,Aves,class,36616,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Aves,,,,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632220,occ,68011,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632221,occ,68011,Saurornitholestes <sp. B>,genus,Saurornitholestes,genus,38567,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632222,occ,68011,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.433372,-103.142296,estimated from map,6,small collection,40.52,-71.85,101,Javelina,Tornillo,bed,not reported,,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632223,occ,68012,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632224,occ,68012,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632225,occ,68013,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632226,occ,68014,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632227,occ,68014,Saurornitholestes cf. langstoni,species,Saurornitholestes langstoni,species,54556,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
